hour_index,hour_of_day,solar_kwh_per_mw,dc_ac_ratio,wind_kwh_per_wtg,location_name,latitude,longitude
64,16,281.2,1.4,1383.3680774021304,Coimbatore,11.0168,76.9558
65,17,5.03,1.4,1174.3396303798193,Coimbatore,11.0168,76.9558
66,18,0.0,1.4,873.8165910413308,Coimbatore,11.0168,76.9558
67,19,0.0,1.4,1039.8567648376595,Coimbatore,11.0168,76.9558
68,20,0.0,1.4,1857.594664628561,Coimbatore,11.0168,76.9558
69,21,0.0,1.4,1450.674180628646,Coimbatore,11.0168,76.9558
70,22,0.0,1.4,1033.9193324721998,Coimbatore,11.0168,76.9558
71,23,0.0,1.4,734.747612389802,Coimbatore,11.0168,76.9558
72,0,0.0,1.4,715.2388004878744,Coimbatore,11.0168,76.9558
73,1,0.0,1.4,424.38203069786135,Coimbatore,11.0168,76.9558
74,2,0.0,1.4,355.12204394188706,Coimbatore,11.0168,76.9558
75,3,0.0,1.4,392.9264632701395,Coimbatore,11.0168,76.9558
76,4,0.0,1.4,0.0,Coimbatore,11.0168,76.9558
77,5,0.0,1.4,136.31339566304257,Coimbatore,11.0168,76.9558
78,6,0.0,1.4,0.0,Coimbatore,11.0168,76.9558
79,7,134.52,1.4,0.0,Coimbatore,11.0168,76.9558
80,8,440.41,1.4,0.0,Coimbatore,11.0168,76.9558
81,9,729.38,1.4,171.49988550291428,Coimbatore,11.0168,76.9558
82,10,903.26,1.4,272.1140248489531,Coimbatore,11.0168,76.9558
83,11,1001.94,1.4,358.7115001589926,Coimbatore,11.0168,76.9558
84,12,1038.29,1.4,1205.7831206847768,Coimbatore,11.0168,76.9558
85,13,995.04,1.4,1271.2147001918872,Coimbatore,11.0168,76.9558
86,14,881.2,1.4,900.6280778083017,Coimbatore,11.0168,76.9558
87,15,690.72,1.4,1103.358790270447,Coimbatore,11.0168,76.9558
88,16,404.96,1.4,625.0644883989437,Coimbatore,11.0168,76.9558
89,17,34.04,1.4,308.79493687846343,Coimbatore,11.0168,76.9558
90,18,0.0,1.4,376.3635008986819,Coimbatore,11.0168,76.9558
91,19,0.0,1.4,755.6426077615959,Coimbatore,11.0168,76.9558
92,20,0.0,1.4,663.87233364553,Coimbatore,11.0168,76.9558
93,21,0.0,1.4,791.1817610170252,Coimbatore,11.0168,76.9558
94,22,0.0,1.4,850.9947749050492,Coimbatore,11.0168,76.9558
95,23,0.0,1.4,329.7412008194437,Coimbatore,11.0168,76.9558
96,0,0.0,1.4,368.0528708445485,Coimbatore,11.0168,76.9558
97,1,0.0,1.4,473.5039223880268,Coimbatore,11.0168,76.9558
98,2,0.0,1.4,238.69973541877567,Coimbatore,11.0168,76.9558
99,3,0.0,1.4,0.0,Coimbatore,11.0168,76.9558
100,4,0.0,1.4,0.0,Coimbatore,11.0168,76.9558
101,5,0.0,1.4,0.0,Coimbatore,11.0168,76.9558
102,6,0.0,1.4,0.0,Coimbatore,11.0168,76.9558
103,7,150.04,1.4,88.52557679830042,Coimbatore,11.0168,76.9558
104,8,502.38,1.4,1480.7056718994015,Coimbatore,11.0168,76.9558
105,9,799.55,1.4,1015.9866254087048,Coimbatore,11.0168,76.9558
106,10,1001.14,1.4,474.9764155990603,Coimbatore,11.0168,76.9558
107,11,1087.36,1.4,424.7397350242052,Coimbatore,11.0168,76.9558
108,12,1079.24,1.4,646.4111944710406,Coimbatore,11.0168,76.9558
109,13,1074.03,1.4,567.7268632153095,Coimbatore,11.0168,76.9558
110,14,945.29,1.4,799.240715535374,Coimbatore,11.0168,76.9558
111,15,730.99,1.4,928.259948262879,Coimbatore,11.0168,76.9558
112,16,422.62,1.4,617.0614669621705,Coimbatore,11.0168,76.9558
113,17,94.44,1.4,637.3564306312817,Coimbatore,11.0168,76.9558
114,18,0.0,1.4,848.5402062178601,Coimbatore,11.0168,76.9558
115,19,0.0,1.4,1084.6576826659498,Coimbatore,11.0168,76.9558
116,20,0.0,1.4,1551.502791271725,Coimbatore,11.0168,76.9558
117,21,0.0,1.4,1485.0658323615817,Coimbatore,11.0168,76.9558
118,22,0.0,1.4,1186.2737670169588,Coimbatore,11.0168,76.9558
119,23,0.0,1.4,529.3656182639251,Coimbatore,11.0168,76.9558
120,0,0.0,1.4,132.87000940204973,Coimbatore,11.0168,76.9558
121,1,0.0,1.4,423.42488559533336,Coimbatore,11.0168,76.9558
122,2,0.0,1.4,379.07013615832346,Coimbatore,11.0168,76.9558
123,3,0.0,1.4,507.95085112824114,Coimbatore,11.0168,76.9558
124,4,0.0,1.4,326.8471919997108,Coimbatore,11.0168,76.9558
125,5,0.0,1.4,198.00281141553936,Coimbatore,11.0168,76.9558
126,6,0.0,1.4,114.14226848846492,Coimbatore,11.0168,76.9558
127,7,136.73,1.4,0.0,Coimbatore,11.0168,76.9558
128,8,442.29,1.4,120.53408591130145,Coimbatore,11.0168,76.9558
129,9,671.22,1.4,332.8990364383179,Coimbatore,11.0168,76.9558
130,10,879.3,1.4,251.381623093086,Coimbatore,11.0168,76.9558
131,11,1036.18,1.4,466.2385096153712,Coimbatore,11.0168,76.9558
132,12,1028.12,1.4,457.7363095137355,Coimbatore,11.0168,76.9558
133,13,991.76,1.4,0.0,Coimbatore,11.0168,76.9558
134,14,886.3,1.4,0.0,Coimbatore,11.0168,76.9558
135,15,689.28,1.4,270.48901629640727,Coimbatore,11.0168,76.9558
136,16,406.94,1.4,578.1244693036713,Coimbatore,11.0168,76.9558
137,17,95.94,1.4,572.0622709615075,Coimbatore,11.0168,76.9558
138,18,0.0,1.4,622.1847262635345,Coimbatore,11.0168,76.9558
139,19,0.0,1.4,887.7362293227598,Coimbatore,11.0168,76.9558
140,20,0.0,1.4,1077.396053661412,Coimbatore,11.0168,76.9558
141,21,0.0,1.4,1206.772815505654,Coimbatore,11.0168,76.9558
142,22,0.0,1.4,1686.2252721133746,Coimbatore,11.0168,76.9558
143,23,0.0,1.4,1227.939721898811,Coimbatore,11.0168,76.9558
144,0,0.0,1.4,798.7412166271176,Coimbatore,11.0168,76.9558
145,1,0.0,1.4,609.7217016172291,Coimbatore,11.0168,76.9558
146,2,0.0,1.4,651.0932369135277,Coimbatore,11.0168,76.9558
147,3,0.0,1.4,623.0418630513773,Coimbatore,11.0168,76.9558
148,4,0.0,1.4,848.1078529067418,Coimbatore,11.0168,76.9558
149,5,0.0,1.4,396.742232745481,Coimbatore,11.0168,76.9558
150,6,0.0,1.4,267.475862196182,Coimbatore,11.0168,76.9558
151,7,116.74,1.4,0.0,Coimbatore,11.0168,76.9558
152,8,372.48,1.4,464.2227051523221,Coimbatore,11.0168,76.9558
153,9,707.91,1.4,480.2324064444269,Coimbatore,11.0168,76.9558
154,10,817.25,1.4,326.57866861388106,Coimbatore,11.0168,76.9558
155,11,849.48,1.4,91.3448705362216,Coimbatore,11.0168,76.9558
156,12,931.92,1.4,0.0,Coimbatore,11.0168,76.9558
157,13,903.7,1.4,0.0,Coimbatore,11.0168,76.9558
158,14,775.79,1.4,0.0,Coimbatore,11.0168,76.9558
159,15,662.5,1.4,0.0,Coimbatore,11.0168,76.9558
160,16,411.69,1.4,509.4625194987474,Coimbatore,11.0168,76.9558
161,17,105.47,1.4,1366.5700792616672,Coimbatore,11.0168,76.9558
162,18,0.0,1.4,1152.1495471944374,Coimbatore,11.0168,76.9558
163,19,0.0,1.4,630.0086450628372,Coimbatore,11.0168,76.9558
164,20,0.0,1.4,804.3111713474622,Coimbatore,11.0168,76.9558
165,21,0.0,1.4,1417.3017274256636,Coimbatore,11.0168,76.9558
166,22,0.0,1.4,1065.3439736307243,Coimbatore,11.0168,76.9558
167,23,0.0,1.4,181.5816679564984,Coimbatore,11.0168,76.9558
168,0,0.0,1.4,0.0,Coimbatore,11.0168,76.9558
169,1,0.0,1.4,336.2409348201806,Coimbatore,11.0168,76.9558
170,2,0.0,1.4,784.2342800399066,Coimbatore,11.0168,76.9558
171,3,0.0,1.4,1799.740898971333,Coimbatore,11.0168,76.9558
172,4,0.0,1.4,1535.041094307661,Coimbatore,11.0168,76.9558
173,5,0.0,1.4,665.1723028477269,Coimbatore,11.0168,76.9558
174,6,0.0,1.4,481.6489097694017,Coimbatore,11.0168,76.9558
175,7,111.71,1.4,711.2528138052871,Coimbatore,11.0168,76.9558
176,8,383.66,1.4,1612.174182253751,Coimbatore,11.0168,76.9558
177,9,647.33,1.4,180.0134553441311,Coimbatore,11.0168,76.9558
178,10,793.14,1.4,244.1870462605463,Coimbatore,11.0168,76.9558
179,11,961.07,1.4,221.7585464651812,Coimbatore,11.0168,76.9558
180,12,983.93,1.4,0.0,Coimbatore,11.0168,76.9558
181,13,974.61,1.4,86.50657644607416,Coimbatore,11.0168,76.9558
182,14,870.1,1.4,201.08105306199107,Coimbatore,11.0168,76.9558
183,15,640.74,1.4,87.87998545194611,Coimbatore,11.0168,76.9558
184,16,338.66,1.4,586.9446273798671,Coimbatore,11.0168,76.9558
185,17,90.9,1.4,946.1892383643396,Coimbatore,11.0168,76.9558
186,18,0.0,1.4,1193.2257127165556,Coimbatore,11.0168,76.9558
187,19,0.0,1.4,1243.5225032760902,Coimbatore,11.0168,76.9558
188,20,0.0,1.4,957.8470353287348,Coimbatore,11.0168,76.9558
189,21,0.0,1.4,681.3185687124799,Coimbatore,11.0168,76.9558
190,22,0.0,1.4,642.8691541102485,Coimbatore,11.0168,76.9558
191,23,0.0,1.4,703.2751808750459,Coimbatore,11.0168,76.9558
192,0,0.0,1.4,673.2630283084476,Coimbatore,11.0168,76.9558
193,1,0.0,1.4,774.8956611993344,Coimbatore,11.0168,76.9558
194,2,0.0,1.4,815.3973197661335,Coimbatore,11.0168,76.9558
195,3,0.0,1.4,697.6220413095967,Coimbatore,11.0168,76.9558
196,4,0.0,1.4,286.986401014355,Coimbatore,11.0168,76.9558
197,5,0.0,1.4,0.0,Coimbatore,11.0168,76.9558
198,6,0.0,1.4,115.7239308737104,Coimbatore,11.0168,76.9558
199,7,148.34,1.4,146.51195359600874,Coimbatore,11.0168,76.9558
200,8,503.18,1.4,0.0,Coimbatore,11.0168,76.9558
201,9,675.29,1.4,139.02487079456006,Coimbatore,11.0168,76.9558
202,10,829.09,1.4,250.9140454567448,Coimbatore,11.0168,76.9558
203,11,914.77,1.4,216.61511083084105,Coimbatore,11.0168,76.9558
204,12,841.92,1.4,377.8044124656613,Coimbatore,11.0168,76.9558
205,13,862.58,1.4,592.761811948266,Coimbatore,11.0168,76.9558
206,14,785.91,1.4,636.9975570918124,Coimbatore,11.0168,76.9558
207,15,636.07,1.4,455.7214647317067,Coimbatore,11.0168,76.9558
208,16,418.88,1.4,535.5699867870389,Coimbatore,11.0168,76.9558
209,17,112.69,1.4,658.745342634335,Coimbatore,11.0168,76.9558
210,18,0.0,1.4,1263.9721381092818,Coimbatore,11.0168,76.9558
211,19,0.0,1.4,965.8955894307968,Coimbatore,11.0168,76.9558
212,20,0.0,1.4,2059.9775252696822,Coimbatore,11.0168,76.9558
213,21,0.0,1.4,1585.9679794309127,Coimbatore,11.0168,76.9558
214,22,0.0,1.4,991.6353062425894,Coimbatore,11.0168,76.9558
215,23,0.0,1.4,1599.3315406394065,Coimbatore,11.0168,76.9558
216,0,0.0,1.4,1772.3667426638822,Coimbatore,11.0168,76.9558
217,1,0.0,1.4,1603.5317156957367,Coimbatore,11.0168,76.9558
218,2,0.0,1.4,896.0993389257379,Coimbatore,11.0168,76.9558
219,3,0.0,1.4,489.6868407836008,Coimbatore,11.0168,76.9558
220,4,0.0,1.4,348.89449424353666,Coimbatore,11.0168,76.9558
221,5,0.0,1.4,177.42423120454126,Coimbatore,11.0168,76.9558
222,6,0.0,1.4,445.16094558338455,Coimbatore,11.0168,76.9558
223,7,131.69,1.4,246.98521357678453,Coimbatore,11.0168,76.9558
224,8,425.91,1.4,274.05860508301714,Coimbatore,11.0168,76.9558
225,9,754.24,1.4,49.36833292012891,Coimbatore,11.0168,76.9558
226,10,936.74,1.4,429.1780044986863,Coimbatore,11.0168,76.9558
227,11,865.79,1.4,514.45852951325,Coimbatore,11.0168,76.9558
228,12,982.42,1.4,473.8380562510652,Coimbatore,11.0168,76.9558
229,13,819.21,1.4,413.01515227435976,Coimbatore,11.0168,76.9558
230,14,733.39,1.4,922.8467103674548,Coimbatore,11.0168,76.9558
231,15,555.56,1.4,712.8176383824415,Coimbatore,11.0168,76.9558
232,16,313.24,1.4,555.0301771987115,Coimbatore,11.0168,76.9558
233,17,99.26,1.4,568.8600629975954,Coimbatore,11.0168,76.9558
234,18,0.0,1.4,722.36814663888,Coimbatore,11.0168,76.9558
235,19,0.0,1.4,513.6256406458753,Coimbatore,11.0168,76.9558
236,20,0.0,1.4,862.5162023904704,Coimbatore,11.0168,76.9558
237,21,0.0,1.4,1562.6844854808417,Coimbatore,11.0168,76.9558
238,22,0.0,1.4,1790.6654199803456,Coimbatore,11.0168,76.9558
239,23,0.0,1.4,1250.261116216352,Coimbatore,11.0168,76.9558
240,0,0.0,1.4,700.7904376662941,Coimbatore,11.0168,76.9558
241,1,0.0,1.4,491.1469513666672,Coimbatore,11.0168,76.9558
242,2,0.0,1.4,735.6609776725097,Coimbatore,11.0168,76.9558
243,3,0.0,1.4,543.6628521830582,Coimbatore,11.0168,76.9558
244,4,0.0,1.4,251.2396329678598,Coimbatore,11.0168,76.9558
245,5,0.0,1.4,123.75969822162617,Coimbatore,11.0168,76.9558
246,6,0.0,1.4,348.664770767862,Coimbatore,11.0168,76.9558
247,7,141.41,1.4,0.0,Coimbatore,11.0168,76.9558
248,8,487.46,1.4,5.976655486501306,Coimbatore,11.0168,76.9558
249,9,782.79,1.4,50.19464625638814,Coimbatore,11.0168,76.9558
250,10,975.0,1.4,0.0,Coimbatore,11.0168,76.9558
251,11,1088.51,1.4,426.4273895793533,Coimbatore,11.0168,76.9558
252,12,1081.36,1.4,527.2136254767447,Coimbatore,11.0168,76.9558
253,13,1061.49,1.4,442.94699364323856,Coimbatore,11.0168,76.9558
254,14,926.26,1.4,625.6473917263628,Coimbatore,11.0168,76.9558
255,15,719.65,1.4,294.19817586635344,Coimbatore,11.0168,76.9558
256,16,432.4,1.4,830.3867357990669,Coimbatore,11.0168,76.9558
257,17,110.9,1.4,1074.0682839084693,Coimbatore,11.0168,76.9558
258,18,0.0,1.4,1434.120863778362,Coimbatore,11.0168,76.9558
259,19,0.0,1.4,2503.4433954441483,Coimbatore,11.0168,76.9558
260,20,0.0,1.4,2543.9128433709,Coimbatore,11.0168,76.9558
261,21,0.0,1.4,1537.9515970610269,Coimbatore,11.0168,76.9558
262,22,0.0,1.4,1174.8960554738896,Coimbatore,11.0168,76.9558
263,23,0.0,1.4,1075.4802796952736,Coimbatore,11.0168,76.9558
264,0,0.0,1.4,1329.6227848307851,Coimbatore,11.0168,76.9558
265,1,0.0,1.4,604.9360157228436,Coimbatore,11.0168,76.9558
266,2,0.0,1.4,0.0,Coimbatore,11.0168,76.9558
267,3,0.0,1.4,0.0,Coimbatore,11.0168,76.9558
268,4,0.0,1.4,0.0,Coimbatore,11.0168,76.9558
269,5,0.0,1.4,0.0,Coimbatore,11.0168,76.9558
270,6,0.0,1.4,305.4273962433926,Coimbatore,11.0168,76.9558
271,7,137.43,1.4,453.802382266624,Coimbatore,11.0168,76.9558
272,8,475.37,1.4,261.6010274221159,Coimbatore,11.0168,76.9558
273,9,766.9,1.4,262.0809391253355,Coimbatore,11.0168,76.9558
274,10,964.3,1.4,196.53370209304143,Coimbatore,11.0168,76.9558
275,11,1082.69,1.4,516.8370467394501,Coimbatore,11.0168,76.9558
276,12,1100.87,1.4,482.2777705717154,Coimbatore,11.0168,76.9558
277,13,1079.9,1.4,518.5221563838008,Coimbatore,11.0168,76.9558
278,14,959.03,1.4,444.9623851871542,Coimbatore,11.0168,76.9558
279,15,762.46,1.4,430.969186648568,Coimbatore,11.0168,76.9558
280,16,470.74,1.4,636.2575634387545,Coimbatore,11.0168,76.9558
281,17,125.28,1.4,708.3779620852283,Coimbatore,11.0168,76.9558
282,18,0.0,1.4,633.6136366816348,Coimbatore,11.0168,76.9558
283,19,0.0,1.4,973.4229863790628,Coimbatore,11.0168,76.9558
284,20,0.0,1.4,1902.491711330081,Coimbatore,11.0168,76.9558
285,21,0.0,1.4,2262.789258011369,Coimbatore,11.0168,76.9558
286,22,0.0,1.4,1986.7053389851208,Coimbatore,11.0168,76.9558
287,23,0.0,1.4,1420.7566839655478,Coimbatore,11.0168,76.9558
288,0,0.0,1.4,1494.511904900953,Coimbatore,11.0168,76.9558
289,1,0.0,1.4,1942.50944580873,Coimbatore,11.0168,76.9558
290,2,0.0,1.4,1217.849407431814,Coimbatore,11.0168,76.9558
291,3,0.0,1.4,1145.7429151423637,Coimbatore,11.0168,76.9558
292,4,0.0,1.4,1178.831547766951,Coimbatore,11.0168,76.9558
293,5,0.0,1.4,496.4575673916135,Coimbatore,11.0168,76.9558
294,6,0.0,1.4,726.2668727921535,Coimbatore,11.0168,76.9558
295,7,137.36,1.4,585.8325425284719,Coimbatore,11.0168,76.9558
296,8,483.7,1.4,402.91108327868153,Coimbatore,11.0168,76.9558
297,9,782.17,1.4,399.832457190278,Coimbatore,11.0168,76.9558
298,10,985.79,1.4,252.289894107762,Coimbatore,11.0168,76.9558
299,11,1095.97,1.4,467.2116754307182,Coimbatore,11.0168,76.9558
300,12,1087.19,1.4,1136.4489008607593,Coimbatore,11.0168,76.9558
301,13,1081.32,1.4,985.6304359142606,Coimbatore,11.0168,76.9558
302,14,965.68,1.4,1083.554113291218,Coimbatore,11.0168,76.9558
303,15,747.62,1.4,1174.320243863973,Coimbatore,11.0168,76.9558
304,16,456.45,1.4,749.2696379863934,Coimbatore,11.0168,76.9558
305,17,120.33,1.4,819.3461226935626,Coimbatore,11.0168,76.9558
306,18,0.0,1.4,854.0064742209736,Coimbatore,11.0168,76.9558
307,19,0.0,1.4,547.8642263785339,Coimbatore,11.0168,76.9558
308,20,0.0,1.4,561.2442155235436,Coimbatore,11.0168,76.9558
309,21,0.0,1.4,682.6839771291162,Coimbatore,11.0168,76.9558
310,22,0.0,1.4,1329.292275813207,Coimbatore,11.0168,76.9558
311,23,0.0,1.4,1729.346127403136,Coimbatore,11.0168,76.9558
312,0,0.0,1.4,2088.302057653591,Coimbatore,11.0168,76.9558
313,1,0.0,1.4,2311.232170858132,Coimbatore,11.0168,76.9558
314,2,0.0,1.4,1185.501978490704,Coimbatore,11.0168,76.9558
315,3,0.0,1.4,869.4660654088916,Coimbatore,11.0168,76.9558
316,4,0.0,1.4,1063.3724819104714,Coimbatore,11.0168,76.9558
317,5,0.0,1.4,1631.602580589985,Coimbatore,11.0168,76.9558
318,6,0.0,1.4,1612.1737928657626,Coimbatore,11.0168,76.9558
319,7,132.27,1.4,1004.0520764519514,Coimbatore,11.0168,76.9558
320,8,461.26,1.4,75.06125527768691,Coimbatore,11.0168,76.9558
321,9,699.34,1.4,382.3766645816573,Coimbatore,11.0168,76.9558
322,10,856.28,1.4,393.9420854657608,Coimbatore,11.0168,76.9558
323,11,963.35,1.4,702.6572753943805,Coimbatore,11.0168,76.9558
324,12,1016.36,1.4,919.5651910046976,Coimbatore,11.0168,76.9558
325,13,952.62,1.4,808.1631489097515,Coimbatore,11.0168,76.9558
326,14,822.11,1.4,147.4171338372798,Coimbatore,11.0168,76.9558
327,15,698.06,1.4,291.07434450032963,Coimbatore,11.0168,76.9558
328,16,435.83,1.4,236.53743004493208,Coimbatore,11.0168,76.9558
329,17,123.65,1.4,833.6886905871927,Coimbatore,11.0168,76.9558
330,18,0.0,1.4,1630.9334198294848,Coimbatore,11.0168,76.9558
331,19,0.0,1.4,1353.5532241422568,Coimbatore,11.0168,76.9558
332,20,0.0,1.4,1704.0348284558827,Coimbatore,11.0168,76.9558
333,21,0.0,1.4,2109.177856956936,Coimbatore,11.0168,76.9558
334,22,0.0,1.4,1744.705097617284,Coimbatore,11.0168,76.9558
335,23,0.0,1.4,768.328567073358,Coimbatore,11.0168,76.9558
336,0,0.0,1.4,327.7115576951273,Coimbatore,11.0168,76.9558
337,1,0.0,1.4,385.92069884476246,Coimbatore,11.0168,76.9558
338,2,0.0,1.4,752.6753533825425,Coimbatore,11.0168,76.9558
339,3,0.0,1.4,1350.5142811563178,Coimbatore,11.0168,76.9558
340,4,0.0,1.4,216.6383018481914,Coimbatore,11.0168,76.9558
341,5,0.0,1.4,225.3053587023332,Coimbatore,11.0168,76.9558
342,6,0.0,1.4,90.99414666653196,Coimbatore,11.0168,76.9558
343,7,126.92,1.4,204.7743665096973,Coimbatore,11.0168,76.9558
344,8,211.61,1.4,347.02279031467145,Coimbatore,11.0168,76.9558
345,9,169.61,1.4,442.30313730664426,Coimbatore,11.0168,76.9558
346,10,321.1,1.4,481.2826789252416,Coimbatore,11.0168,76.9558
347,11,655.39,1.4,525.5304672187744,Coimbatore,11.0168,76.9558
348,12,968.82,1.4,305.02320956273286,Coimbatore,11.0168,76.9558
349,13,978.57,1.4,1203.4700773452334,Coimbatore,11.0168,76.9558
350,14,769.13,1.4,751.9102734807575,Coimbatore,11.0168,76.9558
351,15,758.64,1.4,826.6182365467326,Coimbatore,11.0168,76.9558
352,16,544.59,1.4,683.5648312126095,Coimbatore,11.0168,76.9558
353,17,171.73,1.4,400.0593270525146,Coimbatore,11.0168,76.9558
354,18,0.0,1.4,66.63295581046852,Coimbatore,11.0168,76.9558
355,19,0.0,1.4,0.0,Coimbatore,11.0168,76.9558
356,20,0.0,1.4,306.8318661605749,Coimbatore,11.0168,76.9558
357,21,0.0,1.4,1208.2329814943248,Coimbatore,11.0168,76.9558
358,22,0.0,1.4,1419.6210951475643,Coimbatore,11.0168,76.9558
359,23,0.0,1.4,1340.960111433763,Coimbatore,11.0168,76.9558
360,0,0.0,1.4,1846.5245340749905,Coimbatore,11.0168,76.9558
361,1,0.0,1.4,1887.3320185376203,Coimbatore,11.0168,76.9558
362,2,0.0,1.4,1524.2888765648393,Coimbatore,11.0168,76.9558
363,3,0.0,1.4,1260.5557380246296,Coimbatore,11.0168,76.9558
364,4,0.0,1.4,437.09280977188246,Coimbatore,11.0168,76.9558
365,5,0.0,1.4,0.0,Coimbatore,11.0168,76.9558
366,6,0.0,1.4,0.0,Coimbatore,11.0168,76.9558
367,7,110.33,1.4,0.0,Coimbatore,11.0168,76.9558
368,8,442.25,1.4,0.0,Coimbatore,11.0168,76.9558
369,9,741.36,1.4,56.51100639213193,Coimbatore,11.0168,76.9558
370,10,955.54,1.4,690.7120506919582,Coimbatore,11.0168,76.9558
371,11,946.55,1.4,790.2181314604029,Coimbatore,11.0168,76.9558
372,12,932.89,1.4,810.1166109769224,Coimbatore,11.0168,76.9558
373,13,930.54,1.4,659.244793780862,Coimbatore,11.0168,76.9558
374,14,797.0,1.4,625.0588959301136,Coimbatore,11.0168,76.9558
375,15,503.93,1.4,561.8213430290509,Coimbatore,11.0168,76.9558
376,16,309.05,1.4,676.8150427271617,Coimbatore,11.0168,76.9558
377,17,82.44,1.4,1807.3744992203256,Coimbatore,11.0168,76.9558
